15:19:38  CPU mode
15:19:38  ============================================================
15:19:38  AVE FULL PIPELINE
15:19:38  ============================================================
15:19:38  
15:19:38  ────────────────────────────────────────────────────────────
15:19:38  STAGE 1 — FEATURE EXTRACTION
15:19:38  ────────────────────────────────────────────────────────────
15:19:38  Unique videos   : 4097
15:19:38  Already done    : 0
15:19:38  To extract      : 4097
15:19:38  Loading VGGish ...
15:20:53  VGGish ready.
15:20:53  Loading R(2+1)D-18 ...
15:21:31  R(2+1)D ready.
15:21:38    [   1/4097] c---zaDCTaE  7.5s  ETA 509 min
16:21:58    [1381/4097] 2V7daNwC7Uw  5.1s  ETA 119 min
16:22:05    [1382/4097] -8oNYbn9WHk  7.0s  ETA 119 min
16:22:09    [1383/4097] 1o0xgU4FUj4  4.6s  ETA 119 min
16:22:15    [1384/4097] -riA9LdxG5k  5.2s  ETA 119 min
16:22:16    [1385/4097] -6qVa2xwmg0  1.8s  ETA 119 min
16:22:18    [1386/4097] 0rIKtjveTik  1.5s  ETA 119 min
16:22:24    [1387/4097] 2et7ldOpKs8  5.8s  ETA 119 min
16:22:31    [1388/4097] -8uiE24x91w  7.6s  ETA 119 min
16:22:34    [1389/4097] -F5wSJwBZjU  2.4s  ETA 119 min
16:22:36    [1390/4097] 2FVh5eFSiFc  2.6s  ETA 119 min
16:22:42    [1391/4097] 2R6Ppsd2KpU  5.7s  ETA 119 min
16:22:44    [1392/4097] 0A2v8L5O664  2.1s  ETA 119 min
16:22:46    [1393/4097] 05X04m1TyeA  2.1s  ETA 119 min
16:22:54    [1394/4097] 2nYtMePHy1o  7.3s  ETA 119 min
16:22:55    [1395/4097] 0JtzzBWr08c  1.6s  ETA 119 min
16:22:57    [1396/4097] 0DVDTCjpZwQ  1.5s  ETA 119 min
16:22:59    [1397/4097] -nZcEySt5Vs  2.5s  ETA 119 min
16:23:04    [1398/4097] 2-I0oSqmEHQ  5.1s  ETA 119 min
16:23:06    [1399/4097] 2UMJkuaqulA  1.6s  ETA 119 min
16:23:08    [1400/4097] 1QMl0bBsEkc  1.8s  ETA 119 min
16:23:10    [1401/4097] 0B_ad6JF4a0  2.2s  ETA 119 min
16:23:14    [1402/4097] -HRf0jsWypE  4.3s  ETA 119 min
16:23:19    [1403/4097] 2eieVfdUiuc  5.3s  ETA 119 min
16:23:22    [1404/4097] 2DqzoD3m_9o  2.1s  ETA 119 min
16:23:23    [1405/4097] 1CLOP18zemg  1.6s  ETA 119 min
16:23:25    [1406/4097] -NKHrtkWz_U  2.3s  ETA 118 min
16:23:32    [1407/4097] 0cKUAJ9rr0M  6.5s  ETA 119 min
16:23:37    [1408/4097] 2W_KYL2M3Rk  5.0s  ETA 119 min
16:23:39    [1409/4097] 0jUHZaxNets  1.8s  ETA 119 min
16:23:40    [1410/4097] -vZf-9zRto4  1.8s  ETA 118 min
16:23:42    [1411/4097] 2_PLS-BBdEA  1.8s  ETA 118 min
16:23:45    [1412/4097] -uBucuEllR4  2.6s  ETA 118 min
16:23:50    [1413/4097] 2dmQtVvi3fg  5.3s  ETA 118 min
16:23:53    [1414/4097] -q2paSVuDuQ  2.5s  ETA 118 min
16:23:55    [1415/4097] 09RaG2951nw  2.3s  ETA 118 min
16:23:57    [1416/4097] -otTsLHKEh4  2.5s  ETA 118 min
16:24:00    [1417/4097] 28bKSi6GCfE  2.5s  ETA 118 min
16:24:05    [1418/4097] 2BNnBRomt2k  5.5s  ETA 118 min
16:24:07    [1419/4097] 0m233BH8qu0  1.8s  ETA 118 min
16:24:12    [1420/4097] -lPBAqIopMo  4.9s  ETA 118 min
16:24:18    [1421/4097] 11jiKbSqv7Y  6.3s  ETA 118 min
16:24:21    [1422/4097] 2lE-RWT9T_o  2.2s  ETA 118 min
16:24:22    [1423/4097] 1GMx8Gu5h_g  1.9s  ETA 118 min
16:24:27    [1424/4097] 1DREQo2-CLQ  4.9s  ETA 118 min
16:24:30    [1425/4097] 16eUxQwxxbs  2.5s  ETA 118 min
16:24:34    [1426/4097] -RZ7_2sErXo  4.2s  ETA 118 min
16:24:40    [1427/4097] -gREEONxBkk  5.6s  ETA 118 min
16:24:46    [1428/4097] 1sSJ0VII-4s  6.4s  ETA 118 min
16:24:48    [1429/4097] Acv5XdRQYUg  2.3s  ETA 118 min
16:24:53    [1430/4097] 621uG1-AkPg  4.7s  ETA 118 min
16:24:55    [1431/4097] 4GNasJv6pKg  2.0s  ETA 118 min
16:24:58    [1432/4097] A_Ed02Fc8uI  2.8s  ETA 118 min
16:25:03    [1433/4097] -x849pIf37k  5.5s  ETA 118 min
16:25:08    [1434/4097] 5-P7x4FV4lg  4.5s  ETA 118 min
16:25:09    [1435/4097] -1IQfWwrPbc  1.6s  ETA 118 min
16:25:14    [1436/4097] -mNmhJs1pYM  4.5s  ETA 118 min
16:25:20    [1437/4097] 3ZRozrd07kY  6.0s  ETA 118 min
16:25:26    [1438/4097] 6zBQwvfO958  5.8s  ETA 118 min
16:25:31    [1439/4097] APFTR5YK-X8  5.2s  ETA 118 min
16:25:33    [1440/4097] 2DF8mtDke8k  2.4s  ETA 118 min
16:25:38    [1441/4097] ARGOH26GlSA  4.6s  ETA 118 min
16:25:40    [1442/4097] 5MfA-Ty5Bug  2.3s  ETA 118 min
16:25:44    [1443/4097] 9woSSMs77wg  4.3s  ETA 118 min
16:25:48    [1444/4097] 42-izEP4vjM  3.4s  ETA 118 min
16:25:54    [1445/4097] 7BrW2OIEGE4  5.9s  ETA 118 min
16:26:01    [1446/4097] 0oUbMWJgokM  6.8s  ETA 118 min
16:26:03    [1447/4097] 24MAv47JAmM  2.5s  ETA 118 min
16:26:06    [1448/4097] 8-wMKTMviuw  2.6s  ETA 118 min
16:26:12    [1449/4097] -oV1cM-I3gY  6.5s  ETA 118 min
16:26:17    [1450/4097] 9ui9IiwF6w8  4.7s  ETA 118 min
16:26:23    [1451/4097] 6DMX8gljdqU  6.3s  ETA 118 min
16:26:28    [1452/4097] 94P0VLAgTb4  5.1s  ETA 118 min
16:26:30    [1453/4097] 9_HGCP0zg-4  1.6s  ETA 118 min
16:26:37    [1454/4097] 5J603SAj7QM  6.6s  ETA 118 min
16:26:43    [1455/4097] A90wPQ80DVM  6.4s  ETA 118 min
16:26:48    [1456/4097] 0wQpnBSQ4fY  5.5s  ETA 118 min
16:26:54    [1457/4097] 8EQHKEd5mm4  5.6s  ETA 118 min
16:26:56    [1458/4097] 1pwPeNfpA6g  2.2s  ETA 118 min
16:27:01    [1459/4097] A_0MlszhCDE  4.4s  ETA 118 min
16:27:03    [1460/4097] 9iGjureW7uE  1.9s  ETA 118 min
16:27:07    [1461/4097] -ZsmEFtaXQM  4.5s  ETA 118 min
16:27:09    [1462/4097] 3Y-sGqzbkz8  1.9s  ETA 118 min
16:27:11    [1463/4097] 0lEavQUSRO4  2.3s  ETA 118 min
16:27:16    [1464/4097] 0Z4LBWXXRTY  4.9s  ETA 118 min
16:27:20    [1465/4097] -RIXNh-i88E  3.3s  ETA 118 min
16:27:22    [1466/4097] Abj_Mr9vSF4  2.3s  ETA 118 min
16:27:26    [1467/4097] 2gSMufsNQKA  3.6s  ETA 118 min
16:27:27    [1468/4097] 9V_qFBGs5yY  1.4s  ETA 118 min
16:27:32    [1469/4097] 4nHPpC6oGn4  5.1s  ETA 118 min
16:27:37    [1470/4097] 0xciMnHCZL0  4.7s  ETA 118 min
16:27:40    [1471/4097] 9vugWX2roX4  3.1s  ETA 118 min
16:27:41    [1472/4097] 4fz0-Kx2oNs  1.2s  ETA 118 min
16:27:45    [1473/4097] 2BNVQn48D04  3.7s  ETA 118 min
16:27:47    [1474/4097] 7g8QoqkTQfw  1.9s  ETA 118 min
16:27:49    [1475/4097] 6nJ9zXqHerc  1.7s  ETA 118 min
16:27:52    [1476/4097] 2nriu-82vFw  3.2s  ETA 118 min
16:27:56    [1477/4097] 0rmCYTGycKw  4.2s  ETA 118 min
16:28:01    [1478/4097] 1X3ab9ycVL0  5.4s  ETA 118 min
16:28:03    [1479/4097] 6YuCa3NAINw  1.6s  ETA 118 min
16:28:07    [1480/4097] 0rtCu7TKQKE  4.4s  ETA 118 min
16:28:09    [1481/4097] AB5T60I9HJw  2.1s  ETA 118 min
16:28:15    [1482/4097] 1HGzcj92CEE  5.5s  ETA 118 min
16:28:17    [1483/4097] 0WxL3UhsteQ  2.4s  ETA 118 min
16:28:21    [1484/4097] AIs4gx9RVTs  3.8s  ETA 118 min
16:28:23    [1485/4097] 9xTGSB1Gu5k  1.8s  ETA 118 min
16:28:27    [1486/4097] 6CCjRlDMsnY  4.2s  ETA 118 min
16:28:32    [1487/4097] 1l61QW96UFw  5.2s  ETA 118 min
16:28:37    [1488/4097] 3eNWJ4Hle6Y  4.6s  ETA 118 min
16:28:42    [1489/4097] 37MHj4LvLRU  5.2s  ETA 118 min
16:28:46    [1490/4097] 51luPlswXEU  3.9s  ETA 118 min
16:28:47    [1491/4097] 5K3CYm2u2zA  1.6s  ETA 118 min
16:28:52    [1492/4097] 8-ZLMffhptY  4.6s  ETA 118 min
16:28:54    [1493/4097] 4yx7AdsRAOs  1.9s  ETA 118 min
16:28:55    [1494/4097] 2VjQiwyoO1s  1.5s  ETA 117 min
16:28:57    [1495/4097] 33oINH8AtNI  2.0s  ETA 117 min
16:28:59    [1496/4097] 09x-xol9UY0  1.5s  ETA 117 min
16:29:05    [1497/4097] 9puiKadufhc  5.8s  ETA 117 min
16:29:09    [1498/4097] 63aTkG1grKA  4.5s  ETA 117 min
16:29:15    [1499/4097] 56DAM74mj4o  5.5s  ETA 117 min
16:29:18    [1500/4097] 6_fpAeZMy5c  2.9s  ETA 117 min
16:29:19    [1501/4097] 1GOF_EEeO-0  1.6s  ETA 117 min
16:29:24    [1502/4097] 1pEaiUYTh6s  5.3s  ETA 117 min
16:29:27    [1503/4097] 30JTvMLCV0c  2.0s  ETA 117 min
16:29:32    [1504/4097] A1vqIG8hUrA  5.7s  ETA 117 min
16:29:35    [1505/4097] 7tvuZhtcHpY  3.2s  ETA 117 min
16:29:39    [1506/4097] 1ERSh8l5-sM  3.4s  ETA 117 min
16:29:43    [1507/4097] 1JXbj4RLpew  4.0s  ETA 117 min
16:29:45    [1508/4097] 6DXtiywoWyQ  2.0s  ETA 117 min
16:29:49    [1509/4097] 2UxOuJUUNYI  4.5s  ETA 117 min
16:29:51    [1510/4097] 8sfcMZ8A3OQ  2.0s  ETA 117 min
16:29:56    [1511/4097] 4Yo_DkHXXjI  4.7s  ETA 117 min
16:29:59    [1512/4097] A9Y7eG48-ho  2.6s  ETA 117 min
16:30:04    [1513/4097] 1BScYBNc6MA  5.6s  ETA 117 min
16:30:10    [1514/4097] 52Ty3VEN_WE  6.3s  ETA 117 min
16:30:12    [1515/4097] 2itn7f5uqII  1.4s  ETA 117 min
16:30:15    [1516/4097] AGUsqrscCRc  3.4s  ETA 117 min
16:30:17    [1517/4097] 4dcmUaJWEBA  2.0s  ETA 117 min
16:30:20    [1518/4097] 9TveYVzTCgo  2.8s  ETA 117 min
16:30:24    [1519/4097] 2Ar8YM5zfbs  3.8s  ETA 117 min
16:30:26    [1520/4097] 2EEC4MkIOiI  1.9s  ETA 117 min
16:30:31    [1521/4097] 4cV4T8ACLh8  4.7s  ETA 117 min
16:30:32    [1522/4097] AL0JokIbyNQ  1.6s  ETA 117 min
16:30:38    [1523/4097] 9pJxCW3gGFE  5.9s  ETA 117 min
16:30:45    [1524/4097] 1U4D63urKlo  6.6s  ETA 117 min
16:30:46    [1525/4097] 2rk3CP0wyTE  1.7s  ETA 117 min
16:30:48    [1526/4097] 9hLropYJdYo  1.9s  ETA 117 min
16:30:52    [1527/4097] AKYcJugndAU  4.2s  ETA 117 min
16:30:54    [1528/4097] 3vbNr_cSPCs  1.9s  ETA 117 min
16:30:59    [1529/4097] 0hE-lduyMng  4.3s  ETA 117 min
16:31:01    [1530/4097] 9JbcP3y9hYU  2.1s  ETA 117 min
16:31:02    [1531/4097] 4Io5AxwAZLg  1.6s  ETA 117 min
16:31:05    [1532/4097] 4dYGxoFrg_U  3.2s  ETA 116 min
16:31:10    [1533/4097] 8Xdq4cSpwl4  4.9s  ETA 117 min
16:31:15    [1534/4097] 68ijV_btmC0  4.5s  ETA 117 min
16:31:17    [1535/4097] 5XSZ28t3Er4  2.1s  ETA 116 min
16:31:19    [1536/4097] 9YO1aiPy2A4  1.8s  ETA 116 min
16:31:23    [1537/4097] 95Uf4OrIyJ4  4.1s  ETA 116 min
16:31:25    [1538/4097] -g-eZBsr_3s  2.3s  ETA 116 min
16:31:30    [1539/4097] 51O5P0FfM4s  5.3s  ETA 116 min
16:31:33    [1540/4097] 3KnOOVt148o  2.5s  ETA 116 min
16:31:37    [1541/4097] 5ZQCdVfdGig  4.4s  ETA 116 min
16:31:39    [1542/4097] 8wsrGjVfzQI  2.0s  ETA 116 min
16:31:41    [1543/4097] 6j4AVcAdhEg  1.6s  ETA 116 min
16:31:42    [1544/4097] 5hUK9ubSMZU  1.5s  ETA 116 min
16:31:44    [1545/4097] ANuRQif18hg  1.6s  ETA 116 min
16:31:46    [1546/4097] AI5Ws7ORZ4Y  2.1s  ETA 116 min
16:31:51    [1547/4097] 2UZmUuUPqr8  4.9s  ETA 116 min
16:31:53    [1548/4097] 3AZw1zRDdcE  2.3s  ETA 116 min
16:31:55    [1549/4097] 9bQxINhcasI  2.2s  ETA 116 min
16:32:00    [1550/4097] 0cxjMNEbkOo  4.6s  ETA 116 min
16:32:02    [1551/4097] 7pL3UHjTnYw  1.8s  ETA 116 min
16:32:06    [1552/4097] 6cCRuEzXIl8  4.2s  ETA 116 min
16:32:10    [1553/4097] ADNd5Aj8GOU  4.0s  ETA 116 min
16:32:13    [1554/4097] 923C2xEL-bY  3.1s  ETA 116 min
16:32:17    [1555/4097] 6u27Poa4sFg  3.5s  ETA 116 min
16:32:19    [1556/4097] 6tCRm2ZbFWI  2.2s  ETA 116 min
16:32:21    [1557/4097] ABBJDDsYT68  1.8s  ETA 116 min
16:32:22    [1558/4097] 1NYJAJXYyNY  1.7s  ETA 115 min
16:32:28    [1559/4097] 21Lcs4vTfL8  5.6s  ETA 116 min
16:32:30    [1560/4097] 97oxHi3qxs8  2.6s  ETA 115 min
16:32:36    [1561/4097] 0ma2BvnQn2o  5.2s  ETA 115 min
16:32:37    [1562/4097] A3gTZHDTCOY  1.4s  ETA 115 min
16:32:40    [1563/4097] 0PvDZ5t_Ajk  3.0s  ETA 115 min
16:32:42    [1564/4097] 04jA_kRetJY  1.7s  ETA 115 min
16:32:47    [1565/4097] 18ga5cnUrmk  5.4s  ETA 115 min
16:32:52    [1566/4097] 5OZjjLujmW4  5.1s  ETA 115 min
16:32:55    [1567/4097] 0H886ArR4l4  2.3s  ETA 115 min
16:32:58    [1568/4097] 9kMTqmnH0h8  3.8s  ETA 115 min
16:33:04    [1569/4097] 4nv-GOe3h54  5.3s  ETA 115 min
16:33:05    [1570/4097] 1CPfFe_5hyQ  1.5s  ETA 115 min
16:33:10    [1571/4097] 9tKPGdK3U08  4.8s  ETA 115 min
16:33:14    [1572/4097] 2ICT6R4XpG8  4.2s  ETA 115 min
16:33:17    [1573/4097] 3oMfiHn8glc  2.5s  ETA 115 min
16:33:19    [1574/4097] 8s70b3xf7LY  1.9s  ETA 115 min
16:33:23    [1575/4097] -Tdc3q7JRto  4.1s  ETA 115 min
16:33:25    [1576/4097] -QFn83KrEFM  2.1s  ETA 115 min
16:33:31    [1577/4097] -HWpZgDLGr8  6.3s  ETA 115 min
16:33:33    [1578/4097] -VztaAFOxJk  2.0s  ETA 115 min
16:33:36    [1579/4097] -K1JViXX9B4  2.7s  ETA 115 min
16:33:38    [1580/4097] -EtIYMs01ZM  2.0s  ETA 115 min
16:33:40    [1581/4097] -ICTHK8dxiM  1.7s  ETA 115 min
16:33:46    [1582/4097] -P8t-8K7Nog  6.2s  ETA 115 min
16:33:48    [1583/4097] -XuYrreB4yo  2.4s  ETA 115 min
16:33:51    [1584/4097] -4XAxg0q2tU  2.4s  ETA 115 min
16:33:55    [1585/4097] -9miNA96XpI  4.0s  ETA 115 min
16:34:01    [1586/4097] -Mo58xHTBBM  6.3s  ETA 115 min
16:34:03    [1587/4097] -3gSkrDKNSA  2.3s  ETA 115 min
16:34:07    [1588/4097] -E_wxtWDQZ4  4.0s  ETA 115 min
16:34:09    [1589/4097] -JJrKDsw16U  1.4s  ETA 115 min
16:34:10    [1590/4097] -FMfpk6r3c4  1.7s  ETA 115 min
16:34:13    [1591/4097] -U81YEKgw04  2.4s  ETA 115 min
16:34:18    [1592/4097] -D4aoPlD81Y  4.8s  ETA 115 min
16:34:20    [1593/4097] -clJ2RMp3-0  2.1s  ETA 114 min
16:34:24    [1594/4097] -1Q21cZhHDE  4.1s  ETA 114 min
16:34:29    [1595/4097] -eG-t98SF38  5.2s  ETA 114 min
16:34:33    [1596/4097] -L_2n-o_74Y  3.7s  ETA 114 min
16:34:35    [1597/4097] -fDaqzmmgDU  2.3s  ETA 114 min
16:34:37    [1598/4097] -aHvje1_01M  2.1s  ETA 114 min
16:34:39    [1599/4097] -1s0DWApvT8  2.2s  ETA 114 min
16:34:43    [1600/4097] -Arp8czTjqo  3.7s  ETA 114 min
16:34:47    [1601/4097] -7naGvL3yig  4.3s  ETA 114 min
16:34:50    [1602/4097] --gKfbzT1VY  2.6s  ETA 114 min
16:34:53    [1603/4097] -0Hf2I8AFI8  3.4s  ETA 114 min
16:34:56    [1604/4097] -74wyz6FYhg  2.4s  ETA 114 min
16:34:59    [1605/4097] -QYgW-Ex6SU  3.1s  ETA 114 min
16:35:01    [1606/4097] -2NBZUCcvm0  2.5s  ETA 114 min
16:35:07    [1607/4097] -_IdSEcDj3I  6.0s  ETA 114 min
16:35:10    [1608/4097] -Q2IoqAyH4A  2.6s  ETA 114 min
16:35:11    [1609/4097] -8OITuFZha8  1.6s  ETA 114 min
16:35:16    [1610/4097] -cqIEy6nTOc  4.9s  ETA 114 min
16:35:19    [1611/4097] -d7973HHglI  2.3s  ETA 114 min
16:35:22    [1612/4097] -6XGcz56P9s  3.7s  ETA 114 min
16:35:25    [1613/4097] -7JyNNTdmiQ  2.1s  ETA 114 min
16:35:27    [1614/4097] -EnGyk2Yv1o  2.1s  ETA 114 min
16:35:28    [1615/4097] -Tp3z6RO2aw  1.6s  ETA 114 min
16:35:34    [1616/4097] -UBagB1UxV8  5.5s  ETA 114 min
16:35:35    [1617/4097] -4LGMEr9FtY  1.6s  ETA 114 min
16:35:43    [1618/4097] -FUt3V6--Og  8.1s  ETA 114 min
16:35:49    [1619/4097] -Jsu4dbuO4A  5.6s  ETA 114 min
16:35:51    [1620/4097] -EDKLrdJ0CM  2.3s  ETA 114 min
16:35:53    [1621/4097] -57EP-Yyt4s  1.6s  ETA 114 min
16:36:00    [1622/4097] -hKF_JXNseU  7.4s  ETA 114 min
16:36:02    [1623/4097] -DFmWLDkxQg  1.3s  ETA 114 min
16:36:08    [1624/4097] -NsqshmWlr0  6.5s  ETA 114 min
16:36:11    [1625/4097] -1B3CzpiW1M  2.4s  ETA 114 min
16:36:12    [1626/4097] -4_8Y4WOu7E  1.4s  ETA 114 min
16:36:14    [1627/4097] -XXyUQG-SRg  2.3s  ETA 113 min
16:36:21    [1628/4097] -Z0qBdSV1PY  6.3s  ETA 113 min
16:36:27    [1629/4097] -8-kuOPyPmA  5.8s  ETA 114 min
16:36:29    [1630/4097] -fkwU-Cxrl8  1.9s  ETA 113 min
16:36:34    [1631/4097] -aWgj3vUL7k  5.3s  ETA 113 min
16:36:40    [1632/4097] -39q4y0tt-g  5.9s  ETA 114 min
16:36:45    [1633/4097] -Kdd55ITPOg  5.5s  ETA 114 min
16:36:51    [1634/4097] -BCOY2XYUas  5.5s  ETA 114 min
16:36:55    [1635/4097] -M7a-eMvZhQ  3.7s  ETA 114 min
16:37:02    [1636/4097] -HyiQrHcAzk  7.9s  ETA 114 min
16:37:04    [1637/4097] -6xajA2OIg0  2.0s  ETA 114 min
16:37:06    [1638/4097] -Ei2LE71Dfg  1.5s  ETA 113 min
16:37:08    [1639/4097] -8WLbhKHmzE  1.9s  ETA 113 min
16:37:10    [1640/4097] -ak5JZyvZG0  1.6s  ETA 113 min
16:37:15    [1641/4097] -QWNPmXqLF4  5.6s  ETA 113 min
16:37:21    [1642/4097] -Lp-7hQvXcA  5.6s  ETA 113 min
16:37:24    [1643/4097] -_RcXZZzcUQ  3.5s  ETA 113 min
16:37:27    [1644/4097] -0MrEZKJ5MQ  3.3s  ETA 113 min
16:37:35    [1645/4097] -A6kW0_ycWw  7.4s  ETA 113 min
16:37:36    [1646/4097] -Mkz2Oc_56I  1.5s  ETA 113 min
16:37:38    [1647/4097] -IGtwN_J4r8  1.6s  ETA 113 min
16:37:43    [1648/4097] -gFcdjx9eRI  4.9s  ETA 113 min
16:37:45    [1649/4097] --ivFZu-hlc  2.1s  ETA 113 min
16:37:47    [1650/4097] -FWkB2IDMhc  2.1s  ETA 113 min
16:37:53    [1651/4097] -574Zi5ta6g  6.1s  ETA 113 min
16:37:58    [1652/4097] -5UvXobuBos  4.4s  ETA 113 min
16:38:00    [1653/4097] -QU_xNhKNfU  2.4s  ETA 113 min
16:38:02    [1654/4097] -Q1vDwPlBoU  1.9s  ETA 113 min
16:38:09    [1655/4097] -AL1aTUPgiQ  7.0s  ETA 113 min
16:38:11    [1656/4097] -SDCJ8DJoHY  1.5s  ETA 113 min
16:38:17    [1657/4097] -M9LxnABB1c  6.3s  ETA 113 min
16:38:19    [1658/4097] -MOtgCsHoEc  2.1s  ETA 113 min
16:38:20    [1659/4097] -gcMj5AQ2ys  1.4s  ETA 113 min
16:38:23    [1660/4097] -fG650UdJ3U  2.3s  ETA 113 min
16:38:29    [1661/4097] -3oUmjZ4b9o  6.1s  ETA 113 min
16:38:31    [1662/4097] -UVjilsIFg0  2.1s  ETA 113 min
16:38:37    [1663/4097] -Mn3laA2KZc  6.6s  ETA 113 min
16:38:40    [1664/4097] -bVSfBL3FIs  2.2s  ETA 113 min
16:38:45    [1665/4097] -8TniOLKP5w  5.5s  ETA 113 min
16:38:51    [1666/4097] -X8yxPW6YeE  5.6s  ETA 113 min
16:38:53    [1667/4097] -I1YtbHRWFM  2.0s  ETA 113 min
16:38:55    [1668/4097] -coawlxgw6o  1.9s  ETA 113 min
16:39:01    [1669/4097] -Eji8SnlVrY  5.9s  ETA 113 min
16:39:03    [1670/4097] -MTVKXvFpbU  2.7s  ETA 113 min
16:39:12    [1671/4097] -3PplV0ErOk  8.5s  ETA 113 min
16:39:14    [1672/4097] -JnkWPwjlS4  2.5s  ETA 113 min
16:39:18    [1673/4097] -L85N9dFq48  3.8s  ETA 113 min
16:39:20    [1674/4097] -8IP6mErHSM  2.1s  ETA 113 min
16:39:23    [1675/4097] -G7qHyhEZEY  2.6s  ETA 113 min
16:39:25    [1676/4097] -cuoF4rgpvU  1.9s  ETA 113 min
16:39:27    [1677/4097] -0B_CYyG5Dg  2.6s  ETA 112 min
16:39:29    [1678/4097] -9qnN5kQGdM  1.7s  ETA 112 min
16:39:31    [1679/4097] -4InX9dodOk  2.3s  ETA 112 min
16:39:37    [1680/4097] -agN-b6AHBY  5.3s  ETA 112 min
16:39:43    [1681/4097] -TihdrGxWFA  6.6s  ETA 112 min
16:39:46    [1682/4097] -26ansJluVo  2.4s  ETA 112 min
16:39:48    [1683/4097] -NwsmZFsbUQ  1.7s  ETA 112 min
16:39:54    [1684/4097] -35_gJSKJkk  5.9s  ETA 112 min
16:39:56    [1685/4097] -AuBtRrC1pk  2.3s  ETA 112 min
16:40:02    [1686/4097] -4wFZN7XLF4  6.4s  ETA 112 min
16:40:04    [1687/4097] PORZmak0JQY  1.7s  ETA 112 min
16:40:05    [1688/4097] -9LmMF6IHmY  1.6s  ETA 112 min
16:40:07    [1689/4097] rA7o3bNVh_Y  1.6s  ETA 112 min
16:40:09    [1690/4097] x6f0yu_JzsE  1.9s  ETA 112 min
16:40:11    [1691/4097] _tGdoqj0Qh8  1.9s  ETA 112 min
16:40:12    [1692/4097] iQLenBcK45s  1.6s  ETA 112 min
16:40:17    [1693/4097] Q6DKKTDCi1U  4.3s  ETA 112 min
16:40:18    [1694/4097] pOL_cNsoR9I  1.5s  ETA 112 min
16:40:23    [1695/4097] eYYMdLk4IcY  4.6s  ETA 112 min
16:40:28    [1696/4097] lVytIMrX0UA  5.2s  ETA 112 min
16:40:30    [1697/4097] TVUQoCs9fQk  1.7s  ETA 112 min
16:40:37    [1698/4097] dAcYOigmG88  7.7s  ETA 112 min
16:40:42    [1699/4097] wibPUdEs6K8  4.2s  ETA 112 min
16:40:43    [1700/4097] TEy5H1Pe7ck  1.1s  ETA 112 min
16:40:44    [1701/4097] pZHiz-meYow  1.3s  ETA 112 min
16:40:48    [1702/4097] 7qbbqP9mTIE  4.4s  ETA 112 min
16:40:50    [1703/4097] Xoz7A7C6-a8  1.4s  ETA 111 min
16:40:51    [1704/4097] RxLNDhT6uhU  1.4s  ETA 111 min
16:40:53    [1705/4097] j3vGopca9XU  2.2s  ETA 111 min
16:40:55    [1706/4097] QdHGmqMLi5Q  1.6s  ETA 111 min
16:40:57    [1707/4097] -NZJ_e-JSdU  2.1s  ETA 111 min
16:40:59    [1708/4097] eWrGKYS0TUY  1.9s  ETA 111 min
16:41:01    [1709/4097] NmeAGwdsj6I  2.0s  ETA 111 min
16:41:02    [1710/4097] BgmQCN0MQD4  1.3s  ETA 111 min
16:41:04    [1711/4097] wzQbibs2Ea0  2.1s  ETA 111 min
16:41:12    [1712/4097] Cf0XM1z11rw  7.1s  ETA 111 min
16:41:13    [1713/4097] 6dT50gS1luc  1.3s  ETA 111 min
16:41:15    [1714/4097] XKQH1j7iVtA  1.7s  ETA 111 min
16:41:16    [1715/4097] RF3nBIOPpyc  1.8s  ETA 111 min
16:41:18    [1716/4097] PIH02iPJsG8  1.7s  ETA 111 min
16:41:20    [1717/4097] jWapp2yk1B8  1.4s  ETA 111 min
16:41:21    [1718/4097] yuFxx4JRdNg  1.9s  ETA 111 min
16:41:24    [1719/4097] eUPu03vkeXY  2.9s  ETA 111 min
16:41:26    [1720/4097] SV-TQEyCOK8  1.7s  ETA 110 min
16:41:27    [1721/4097] Ld2gLtzGRL0  1.5s  ETA 110 min
16:41:29    [1722/4097] lAA0QneMahs  1.8s  ETA 110 min
16:41:31    [1723/4097] B-3JyKgt7pw  1.8s  ETA 110 min
16:41:33    [1724/4097] LXroS71nkNk  1.5s  ETA 110 min
16:41:37    [1725/4097] GZIr3RUF9MA  4.3s  ETA 110 min
16:41:39    [1726/4097] NF3M5beSlyM  2.0s  ETA 110 min
16:41:40    [1727/4097] BLnaG5Fho44  1.3s  ETA 110 min
16:41:43    [1728/4097] lrUgYw22VOU  2.6s  ETA 110 min
16:41:44    [1729/4097] JLUTx6TrNGQ  1.6s  ETA 110 min
16:41:49    [1730/4097] csntczRbWvw  4.3s  ETA 110 min
16:41:50    [1731/4097] QLi36r_bk_Y  1.8s  ETA 110 min
16:41:56    [1732/4097] KubosyRbGWo  5.2s  ETA 110 min
16:41:58    [1733/4097] fR1xYEILoPw  2.1s  ETA 110 min
16:42:01    [1734/4097] gKWFm80IP0Q  2.8s  ETA 110 min
16:42:02    [1735/4097] CW4rsibJdlM  1.9s  ETA 110 min
16:42:04    [1736/4097] E8xP0lo8cx8  1.5s  ETA 110 min
16:42:06    [1737/4097] FW5gyqVpedw  1.7s  ETA 109 min
16:42:08    [1738/4097] NXQGt6CC1tc  2.0s  ETA 109 min
16:42:10    [1739/4097] Eqn4IlzpfHs  2.4s  ETA 109 min
16:42:11    [1740/4097] oOJ_jc61nD4  1.5s  ETA 109 min
